"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0050801",83,"GO:0060249",0.76728,1,"monoatomic ion homeostasis","anatomical structure homeostasis",0.990049808429119,0.214555555555556,0.733
"GO:0010975",171,"GO:0008284",0.76644,2,"regulation of neuron projection development","positive regulation of cell population proliferation",0.807791187739464,0.288285714285714,0.797
"GO:0051253",205,"GO:0010629",0.7659,0,"negative regulation of RNA metabolic process","negative regulation of gene expression",0.829294380587484,0.2126875,0.781
"GO:0031347",39,"GO:0031347",0.76395,0,"regulation of defense response","regulation of defense response",0.883866538952746,0.345666666666667,0
"GO:0045570",73,"GO:0045927",0.75984,11,"regulation of imaginal disc growth","positive regulation of growth",0.873097062579821,0.329151515151515,0.736
"GO:0002165",127,"GO:0009886",0.75751,8,"instar larval or pupal development","post-embryonic animal morphogenesis",0.915340357598978,0.278428571428571,0.918
"GO:0015849",28,"GO:0015849",0.75665,0,"organic acid transport","organic acid transport",0.949666666666667,0.254769230769231,0
"GO:0046942",28,"GO:0015849",0.75665,0,"carboxylic acid transport","organic acid transport",0.949483397190294,0.254615384615385,0.995
"GO:0046425",202,"GO:0046425",0.75613,0,"regulation of receptor signaling pathway via JAK-STAT","regulation of receptor signaling pathway via JAK-STAT",0.884908045977011,0.5165,0
"GO:0050767",118,"GO:0045597",0.75612,33,"regulation of neurogenesis","positive regulation of cell differentiation",0.825716475095785,0.252368421052632,0.829
"GO:0072657",161,"GO:0072657",0.75495,9,"protein localization to membrane","protein localization to membrane",0.934999361430396,0.3496,0
"GO:0042592",83,"GO:0060249",0.75291,2,"homeostatic process","anatomical structure homeostasis",0.990362707535121,0.230055555555556,0.809
"GO:0009266",109,"GO:0009416",0.75175,7,"response to temperature stimulus","response to light stimulus",0.955387611749681,0.356214285714286,0.767
"GO:0030100",32,"GO:0030100",0.75012,16,"regulation of endocytosis","regulation of endocytosis",0.835052362707535,0.301136363636364,0
"GO:0050954",224,"GO:0007600",0.7496,7,"sensory perception of mechanical stimulus","sensory perception",0.953074074074074,0.356,0.804
"GO:0009888",57,"GO:0009888",0.74725,11,"tissue development","tissue development",0.928142401021711,0.309777777777778,0
"GO:0045448",214,"GO:0000278",0.74689,7,"mitotic cell cycle, embryonic","mitotic cell cycle",0.91186717752235,0.4734,0.72
"GO:0045787",227,"GO:0051726",0.74638,5,"positive regulation of cell cycle","regulation of cell cycle",0.895955938697318,0.388,0.84
"GO:0072522",150,"GO:0072522",0.74633,0,"purine-containing compound biosynthetic process","purine-containing compound biosynthetic process",0.906655172413793,0.2845,0
"GO:1902679",205,"GO:0010629",0.74568,0,"negative regulation of RNA biosynthetic process","negative regulation of gene expression",0.824579182630907,0.208125,0.799
"GO:0045892",205,"GO:0010629",0.74568,161,"negative regulation of DNA-templated transcription","negative regulation of gene expression",0.82454214559387,0.208125,0.799
"GO:0030258",149,"GO:0008610",0.74472,8,"lipid modification","lipid biosynthetic process",0.942892720306513,0.331818181818182,0.696
"GO:0007605",224,"GO:0007600",0.74456,72,"sensory perception of sound","sensory perception",0.954392720306513,0.372,0.776
"GO:0035025",97,"GO:0035025",0.74399,18,"positive regulation of Rho protein signal transduction","positive regulation of Rho protein signal transduction",0.872111749680715,0.233692307692308,0
"GO:0042052",27,"GO:0042052",0.74387,40,"rhabdomere development","rhabdomere development",0.8627969348659,0.266571428571429,0
"GO:1903046",8,"GO:1903046",0.74133,0,"meiotic cell cycle process","meiotic cell cycle process",0.939448914431673,0.2844,0
"GO:1903311",222,"GO:0006397",0.74129,0,"regulation of mRNA metabolic process","mRNA processing",0.855806513409962,0.2555,0.819
"GO:0040003",122,"GO:0040003",0.73945,166,"chitin-based cuticle development","chitin-based cuticle development",0.928312899106003,0.3038,0
"GO:0007391",64,"GO:0016331",0.73766,121,"dorsal closure","morphogenesis of embryonic epithelium",0.905902298850575,0.257,0.982
"GO:0006401",56,"GO:0006401",0.73707,9,"RNA catabolic process","RNA catabolic process",0.908565772669221,0.189142857142857,0
"GO:0090596",177,"GO:0001654",0.73679,0,"sensory organ morphogenesis","eye development",0.917865900383142,0.244444444444444,0.9
"GO:0048592",177,"GO:0001654",0.73679,4,"eye morphogenesis","eye development",0.897229885057471,0.231,0.961
"GO:0043087",19,"GO:0043087",0.73671,54,"regulation of GTPase activity","regulation of GTPase activity",0.922577266922095,0.26684375,0
"GO:0009611",160,"GO:0009611",0.73667,30,"response to wounding","response to wounding",0.95648914431673,0.413333333333333,0
"GO:0046532",118,"GO:0045597",0.73653,2,"regulation of photoreceptor cell differentiation","positive regulation of cell differentiation",0.844733077905492,0.239842105263158,0.766
"GO:0008219",43,"GO:0006915",0.73644,16,"cell death","apoptotic process",0.969686462324393,0.273913043478261,0.948
"GO:0060537",223,"GO:0060537",0.73593,5,"muscle tissue development","muscle tissue development",0.948107918263091,0.507,0
"GO:0006164",150,"GO:0072522",0.73546,14,"purine nucleotide biosynthetic process","purine-containing compound biosynthetic process",0.87935632183908,0.28075,0.986
"GO:0098656",176,"GO:0006812",0.73539,5,"monoatomic anion transmembrane transport","monoatomic cation transport",0.94292975734355,0.319285714285714,0.685
"GO:0050684",222,"GO:0006397",0.73468,8,"regulation of mRNA processing","mRNA processing",0.858955938697318,0.244,0.835
"GO:0051336",19,"GO:0043087",0.73414,0,"regulation of hydrolase activity","regulation of GTPase activity",0.920075989782886,0.24653125,0.961
"GO:0045664",118,"GO:0045597",0.73283,11,"regulation of neuron differentiation","positive regulation of cell differentiation",0.83912962962963,0.229210526315789,0.801
"GO:0030705",120,"GO:0030705",0.73245,7,"cytoskeleton-dependent intracellular transport","cytoskeleton-dependent intracellular transport",0.937635376756066,0.379571428571429,0
"GO:0006139",220,"GO:0018130",0.73223,25,"nucleobase-containing compound metabolic process","heterocycle biosynthetic process",0.897929118773946,0.3396,0.748
"GO:0007616",95,"GO:0007613",0.73209,84,"long-term memory","memory",0.942240740740741,0.259083333333333,0.938
"GO:0048193",159,"GO:0016192",0.73067,41,"Golgi vesicle transport","vesicle-mediated transport",0.941505747126437,0.4174,0.801
"GO:0009152",145,"GO:0006022",0.72996,1,"purine ribonucleotide biosynthetic process","aminoglycan metabolic process",0.875754789272031,0.300157894736842,0.646
"GO:0010970",120,"GO:0030705",0.72672,5,"transport along microtubule","cytoskeleton-dependent intracellular transport",0.928487228607918,0.382285714285714,0.984
"GO:0061387",73,"GO:0045927",0.7262,0,"regulation of extent of cell growth","positive regulation of growth",0.875718390804598,0.298181818181818,0.71
"GO:0030516",73,"GO:0045927",0.7262,2,"regulation of axon extension","positive regulation of growth",0.802295019157088,0.244545454545455,0.71
"GO:0009653",187,"GO:0009653",0.72533,25,"anatomical structure morphogenesis","anatomical structure morphogenesis",0.914556832694764,0.530666666666667,0
"GO:0010468",111,"GO:0010608",0.72509,97,"regulation of gene expression","post-transcriptional regulation of gene expression",0.822934865900383,0.246857142857143,0.673
"GO:0051058",97,"GO:0035025",0.72492,2,"negative regulation of small GTPase mediated signal transduction","positive regulation of Rho protein signal transduction",0.878927841634738,0.297846153846154,0.728
"GO:0007399",219,"GO:0048731",0.7231,99,"nervous system development","system development",0.897651340996169,0.445333333333333,0.836
"GO:0007165",26,"GO:0007165",0.72237,237,"signal transduction","signal transduction",0.844452745849298,0.365375,0
"GO:0070201",94,"GO:0070201",0.72173,2,"regulation of establishment of protein localization","regulation of establishment of protein localization",0.868948914431673,0.192421052631579,0
"GO:0051240",155,"GO:0051960",0.7215,0,"positive regulation of multicellular organismal process","regulation of nervous system development",0.869022988505747,0.323416666666667,0.759
"GO:0010453",55,"GO:0042659",0.72047,0,"regulation of cell fate commitment","regulation of cell fate specification",0.871462324393359,0.367333333333333,0.988
"GO:0009628",109,"GO:0009416",0.72023,0,"response to abiotic stimulus","response to light stimulus",0.949630906768838,0.2985,0.882
"GO:0046488",149,"GO:0008610",0.71964,9,"phosphatidylinositol metabolic process","lipid biosynthetic process",0.91833908045977,0.306,0.713
"GO:0006030",145,"GO:0006022",0.71908,0,"chitin metabolic process","aminoglycan metabolic process",0.939217752234994,0.274947368421053,0.931
"GO:0050906",137,"GO:0009582",0.71896,1,"detection of stimulus involved in sensory perception","detection of abiotic stimulus",0.911401660280971,0.210555555555556,0.858
"GO:0051259",168,"GO:0051259",0.71821,1,"protein complex oligomerization","protein complex oligomerization",0.949492975734355,0.5355,0
"GO:0008045",88,"GO:0048812",0.71728,81,"motor neuron axon guidance","neuron projection morphogenesis",0.866161558109834,0.338444444444444,0.769
"GO:0051223",94,"GO:0070201",0.71594,1,"regulation of protein transport","regulation of establishment of protein localization",0.865433588761175,0.192947368421053,0.995
"GO:0009058",192,"GO:0009058",0.71448,29,"biosynthetic process","biosynthetic process",0.928532567049808,0.39125,0
"GO:0046620",73,"GO:0045927",0.71347,9,"regulation of organ growth","positive regulation of growth",0.870365900383142,0.321272727272727,0.735
"GO:0044249",192,"GO:0009058",0.71328,2,"cellular biosynthetic process","biosynthetic process",0.906306513409962,0.3905,0.82
"GO:0050770",171,"GO:0008284",0.71302,29,"regulation of axonogenesis","positive regulation of cell population proliferation",0.805503831417624,0.336428571428571,0.736
"GO:0006811",176,"GO:0006812",0.71166,83,"monoatomic ion transport","monoatomic cation transport",0.944328863346105,0.294857142857143,0.952
"GO:0010605",205,"GO:0010629",0.7095,0,"negative regulation of macromolecule metabolic process","negative regulation of gene expression",0.841269476372925,0.1850625,0.908
"GO:0048640",73,"GO:0045927",0.70633,7,"negative regulation of developmental growth","positive regulation of growth",0.857339719029374,0.279666666666667,0.791
"GO:0051241",155,"GO:0051960",0.70356,0,"negative regulation of multicellular organismal process","regulation of nervous system development",0.8682343550447,0.356083333333333,0.751
"GO:0007274",36,"GO:0007268",0.69984,65,"neuromuscular synaptic transmission","chemical synaptic transmission",0.910329501915709,0.397,0.822
"GO:0060359",172,"GO:1901698",0.6986,0,"response to ammonium ion","response to nitrogen compound",0.962305236270753,0.5008,0.679
"GO:0035282",70,"GO:0009948",0.6985,11,"segmentation","anterior/posterior axis specification",0.917745210727969,0.3144,0.764
"GO:0051179",211,"GO:0046907",0.69804,0,"localization","intracellular transport",0.945616858237548,0.358833333333333,0.671
"GO:1901135",145,"GO:0006022",0.69737,3,"carbohydrate derivative metabolic process","aminoglycan metabolic process",0.939352490421456,0.298,0.751
"GO:0019693",145,"GO:0006022",0.69644,1,"ribose phosphate metabolic process","aminoglycan metabolic process",0.90729374201788,0.304263157894737,0.67
"GO:0048070",147,"GO:0043473",0.69616,1,"regulation of developmental pigmentation","pigmentation",0.941111749680715,0.241285714285714,0.877
"GO:0007265",97,"GO:0035025",0.6958,27,"Ras protein signal transduction","positive regulation of Rho protein signal transduction",0.876173052362708,0.225692307692308,0.817
"GO:0002252",146,"GO:0002376",0.69576,0,"immune effector process","immune system process",0.995224776500639,0.2522,0.812
"GO:0019219",111,"GO:0010608",0.69397,0,"regulation of nucleobase-containing compound metabolic process","post-transcriptional regulation of gene expression",0.820947637292465,0.280571428571429,0.6
"GO:0042051",27,"GO:0042052",0.69394,30,"compound eye photoreceptor development","rhabdomere development",0.883178799489144,0.226571428571429,0.93
"GO:0098771",83,"GO:0060249",0.69377,0,"inorganic ion homeostasis","anatomical structure homeostasis",0.990355683269476,0.243277777777778,0.719
"GO:0055080",83,"GO:0060249",0.69377,2,"monoatomic cation homeostasis","anatomical structure homeostasis",0.990061941251596,0.215944444444444,0.731
"GO:0048729",57,"GO:0009888",0.69135,0,"tissue morphogenesis","tissue development",0.918288633461047,0.302888888888889,0.893
"GO:0007426",134,"GO:0072002",0.68784,17,"tracheal outgrowth, open tracheal system","Malpighian tubule development",0.926201149425287,0.366714285714286,0.676
"GO:0071453",141,"GO:0001666",0.68764,0,"cellular response to oxygen levels","response to hypoxia",0.932658365261814,0.213142857142857,0.912
"GO:0036294",141,"GO:0001666",0.68764,0,"cellular response to decreased oxygen levels","response to hypoxia",0.932735632183908,0.204571428571429,0.932
"GO:0034220",176,"GO:0006812",0.68733,39,"monoatomic ion transmembrane transport","monoatomic cation transport",0.930441251596424,0.294285714285714,0.882
"GO:0002009",57,"GO:0009888",0.6857,17,"morphogenesis of an epithelium","tissue development",0.91827969348659,0.292555555555556,0.886
"GO:0007480",186,"GO:0007476",0.68552,52,"imaginal disc-derived leg morphogenesis","imaginal disc-derived wing morphogenesis",0.914032567049808,0.311428571428571,0.81
"GO:1901137",145,"GO:0006022",0.68501,2,"carbohydrate derivative biosynthetic process","aminoglycan metabolic process",0.932588122605364,0.290842105263158,0.721
"GO:0016071",222,"GO:0006397",0.68473,0,"mRNA metabolic process","mRNA processing",0.914181353767561,0.308333333333333,0.947
